Business Year,State,Insurer ID,Price Gap,Price Gap (Previous Year),Market Share (%),Market Share (%) (Previous Year),Medicaid Expansion Impact,Medicaid Expansion Impact (Previous Year),Plan Count,Plan Count (Previous Year),Market Exit,predicted_risk,risk_level
2025,Maine,,-13,,,,1.494913263,,0,,0,0.6321208556341793,High
2026,Maine,,-13,,,,1.494913263,,0,,0,0.6321208556341793,High
2023,Maryland,,-11,,,,1.340964153,,0,,1,0.6321208556341793,High
2024,Maryland,,-11,,,,1.340964153,,0,,1,0.6321208556341793,High
2025,Maryland,,-11,,,,1.340964153,,0,,0,0.6321208556341793,High
2026,Maryland,,-11,,,,1.340964153,,0,,0,0.6321208556341793,High
2023,Massachusetts,,-18,,,,0.884121164,,0,,1,0.6321208556341793,High
2024,Massachusetts,,-18,,,,0.884121164,,0,,1,0.6321208556341793,High
2025,Massachusetts,,-18,,,,0.884121164,,0,,0,0.6321208556341793,High
2026,Massachusetts,,-18,,,,0.884121164,,0,,0,0.6321208556341793,High
2023,Michigan,11083.0,-10,,0.000772201,,1.34892851,,1,,0,0.6321208556341793,High
2024,Michigan,11083.0,-10,-10.0,0.000994036,0.000772201,1.34892851,1.34892851,1,1.0,0,0.0,Low
2025,Michigan,11083.0,-10,-10.0,0.001026694,0.000994036,1.34892851,1.34892851,1,1.0,0,0.0,Low
2023,Michigan,15560.0,-10,,0.064864865,,1.34892851,,84,,0,0.6321208556341793,High
2024,Michigan,15560.0,-10,-10.0,0.087475149,0.064864865,1.34892851,1.34892851,88,84.0,0,0.0,Low
2025,Michigan,15560.0,-10,-10.0,0.090349076,0.087475149,1.34892851,1.34892851,88,88.0,0,0.0,Low
2024,Michigan,15676.0,-10,,0.011928429,,1.34892851,,12,,0,0.6321208556341793,High
2025,Michigan,15676.0,-10,-10.0,0.012320329,0.011928429,1.34892851,1.34892851,12,12.0,0,0.0,Low
2023,Michigan,23426.0,-10,,0.007722008,,1.34892851,,10,,0,0.6321208556341793,High
2024,Michigan,23426.0,-10,-10.0,0.009940358,0.007722008,1.34892851,1.34892851,10,10.0,0,0.017357285007984422,Low
2025,Michigan,23426.0,-10,-10.0,0.01026694,0.009940358,1.34892851,1.34892851,10,10.0,0,0.017357285007984422,Low
2023,Michigan,29698.0,-10,,0.235521236,,1.34892851,,305,,0,0.6321208556341793,High
2024,Michigan,29698.0,-10,-10.0,0.251491054,0.235521236,1.34892851,1.34892851,253,305.0,0,0.0,Low
2025,Michigan,29698.0,-10,-10.0,0.259753593,0.251491054,1.34892851,1.34892851,253,253.0,0,0.0,Low
2023,Michigan,31256.0,-10,,0.021621622,,1.34892851,,28,,0,0.6321208556341793,High
2024,Michigan,31256.0,-10,-10.0,0.031809145,0.021621622,1.34892851,1.34892851,32,28.0,0,0.006035552877372693,Low
2025,Michigan,31256.0,-10,-10.0,0.025667351,0.031809145,1.34892851,1.34892851,25,32.0,0,0.05,Low
2023,Michigan,34930.0,-10,,0.012355212,,1.34892851,,16,,0,0.6321208556341793,High
2024,Michigan,34930.0,-10,-10.0,0.017892644,0.012355212,1.34892851,1.34892851,18,16.0,0,0.0,Low
2025,Michigan,34930.0,-10,-10.0,0.018480493,0.017892644,1.34892851,1.34892851,18,18.0,0,0.0,Low
2023,Michigan,35700.0,-10,,0.006177606,,1.34892851,,8,,0,0.6321208556341793,High
2024,Michigan,35700.0,-10,-10.0,0.007952286,0.006177606,1.34892851,1.34892851,8,8.0,0,0.0,Low
2025,Michigan,35700.0,-10,-10.0,0.008213552,0.007952286,1.34892851,1.34892851,8,8.0,0,0.0,Low
2023,Michigan,38791.0,-10,,0.003088803,,1.34892851,,4,,1,0.6321208556341793,High
2023,Michigan,40047.0,-10,,0.025482625,,1.34892851,,33,,0,0.6321208556341793,High
2024,Michigan,40047.0,-10,-10.0,0.039761431,0.025482625,1.34892851,1.34892851,40,33.0,0,0.01,Low
2025,Michigan,40047.0,-10,-10.0,0.041067762,0.039761431,1.34892851,1.34892851,40,40.0,0,0.0,Low
2025,Michigan,40356.0,-10,,0.097535934,,1.34892851,,95,,0,0.6321208556341793,High
2023,Michigan,41183.0,-10,,0.003088803,,1.34892851,,4,,1,0.6321208556341793,High
2023,Michigan,46016.0,-10,,0.003088803,,1.34892851,,4,,1,0.6321208556341793,High
2023,Michigan,47007.0,-10,,0.000772201,,1.34892851,,1,,0,0.6321208556341793,High
2024,Michigan,47007.0,-10,-10.0,0.000994036,0.000772201,1.34892851,1.34892851,1,1.0,0,0.0,Low
2025,Michigan,47007.0,-10,-10.0,0.001026694,0.000994036,1.34892851,1.34892851,1,1.0,0,0.0,Low
2023,Michigan,47638.0,-10,,0.001544402,,1.34892851,,2,,0,0.6321208556341793,High
2024,Michigan,47638.0,-10,-10.0,0.001988072,0.001544402,1.34892851,1.34892851,2,2.0,0,0.0,Low
2025,Michigan,47638.0,-10,-10.0,0.002053388,0.001988072,1.34892851,1.34892851,2,2.0,0,0.0,Low
2023,Michigan,53678.0,-10,,0.004633205,,1.34892851,,6,,0,0.6321208556341793,High
2024,Michigan,53678.0,-10,-10.0,0.005964215,0.004633205,1.34892851,1.34892851,6,6.0,0,0.008661362850224836,Low
2025,Michigan,53678.0,-10,-10.0,0.006160164,0.005964215,1.34892851,1.34892851,6,6.0,0,0.0,Low
2023,Michigan,58594.0,-10,,0.101930502,,1.34892851,,132,,0,0.6321208556341793,High
2024,Michigan,58594.0,-10,-10.0,0.134194831,0.101930502,1.34892851,1.34892851,135,132.0,0,0.0,Low
2025,Michigan,58594.0,-10,-10.0,0.085215606,0.134194831,1.34892851,1.34892851,83,135.0,0,0.0,Low
2023,Michigan,58996.0,-10,,0.037065637,,1.34892851,,48,,1,0.6321208556341793,High
2023,Michigan,60829.0,-10,,0.143629344,,1.34892851,,186,,0,0.6321208556341793,High
2024,Michigan,60829.0,-10,-10.0,0.046719682,0.143629344,1.34892851,1.34892851,47,186.0,0,0.0,Low
2025,Michigan,60829.0,-10,-10.0,0.04825462,0.046719682,1.34892851,1.34892851,47,47.0,0,0.02,Low
2023,Michigan,62294.0,-10,,0.001544402,,1.34892851,,2,,0,0.6321208556341793,High
2024,Michigan,62294.0,-10,-10.0,0.001988072,0.001544402,1.34892851,1.34892851,2,2.0,0,0.0,Low
2025,Michigan,62294.0,-10,-10.0,0.002053388,0.001988072,1.34892851,1.34892851,2,2.0,0,0.0,Low
2024,Michigan,63631.0,-10,,0.001988072,,1.34892851,,2,,0,0.6321208556341793,High
2025,Michigan,63631.0,-10,-10.0,0.002053388,0.001988072,1.34892851,1.34892851,2,2.0,0,0.0,Low
2023,Michigan,66587.0,-10,,0.006177606,,1.34892851,,8,,0,0.6321208556341793,High
2024,Michigan,66587.0,-10,-10.0,0.007952286,0.006177606,1.34892851,1.34892851,8,8.0,0,0.0,Low
2025,Michigan,66587.0,-10,-10.0,0.008213552,0.007952286,1.34892851,1.34892851,8,8.0,0,0.0,Low
2023,Michigan,71667.0,-10,,0.066409266,,1.34892851,,86,,0,0.6321208556341793,High
2024,Michigan,71667.0,-10,-10.0,0.081510934,0.066409266,1.34892851,1.34892851,82,86.0,0,0.0,Low
2025,Michigan,71667.0,-10,-10.0,0.068788501,0.081510934,1.34892851,1.34892851,67,82.0,0,0.0,Low
2023,Michigan,74917.0,-10,,0.047876448,,1.34892851,,62,,0,0.6321208556341793,High
2024,Michigan,74917.0,-10,-10.0,0.057654076,0.047876448,1.34892851,1.34892851,58,62.0,0,0.01,Low
2025,Michigan,74917.0,-10,-10.0,0.044147844,0.057654076,1.34892851,1.34892851,43,58.0,0,0.0,Low
2023,Michigan,75936.0,-10,,0.001544402,,1.34892851,,2,,0,0.6321208556341793,High
2024,Michigan,75936.0,-10,-10.0,0.001988072,0.001544402,1.34892851,1.34892851,2,2.0,0,0.0,Low
2025,Michigan,75936.0,-10,-10.0,0.002053388,0.001988072,1.34892851,1.34892851,2,2.0,0,0.0,Low
2023,Michigan,77739.0,-10,,0.065637066,,1.34892851,,85,,0,0.6321208556341793,High
2024,Michigan,77739.0,-10,-10.0,0.057654076,0.065637066,1.34892851,1.34892851,58,85.0,0,0.0,Low
2025,Michigan,77739.0,-10,-10.0,0.044147844,0.057654076,1.34892851,1.34892851,43,58.0,0,0.0,Low
2023,Michigan,88507.0,-10,,0.003088803,,1.34892851,,4,,0,0.6321208556341793,High
2024,Michigan,88507.0,-10,-10.0,0.003976143,0.003088803,1.34892851,1.34892851,4,4.0,0,0.0,Low
2025,Michigan,88507.0,-10,-10.0,0.004106776,0.003976143,1.34892851,1.34892851,4,4.0,0,0.0,Low
2023,Michigan,95233.0,-10,,0.002316602,,1.34892851,,3,,0,0.6321208556341793,High
2024,Michigan,95233.0,-10,-10.0,0.002982107,0.002316602,1.34892851,1.34892851,3,3.0,0,0.0,Low
2025,Michigan,95233.0,-10,-10.0,0.003080082,0.002982107,1.34892851,1.34892851,3,3.0,0,0.0,Low
2023,Michigan,98185.0,-10,,0.132046332,,1.34892851,,171,,0,0.6321208556341793,High
2024,Michigan,98185.0,-10,-10.0,0.133200795,0.132046332,1.34892851,1.34892851,134,171.0,0,0.0,Low
2025,Michigan,98185.0,-10,-10.0,0.113963039,0.133200795,1.34892851,1.34892851,111,134.0,0,0.0,Low
2026,Michigan,,-10,,,,1.34892851,,0,,0,0.6321208556341793,High
2023,Minnesota,,-11,,,,1.400997941,,0,,1,0.6321208556341793,High
2024,Minnesota,,-11,,,,1.400997941,,0,,1,0.6321208556341793,High
2025,Minnesota,,-11,,,,1.400997941,,0,,0,0.6321208556341793,High
2026,Minnesota,,-11,,,,1.400997941,,0,,0,0.6321208556341793,High
2023,Mississippi,11324.0,-1,,0.02,,0.0,,8,,0,0.6321208556341793,High
2024,Mississippi,11324.0,-1,-1.0,0.021857923,0.02,0.0,0.0,8,8.0,0,0.0,Low
2025,Mississippi,11324.0,-1,-1.0,0.024615385,0.021857923,0.0,0.0,8,8.0,0,0.006335825524829404,Low
2023,Mississippi,14624.0,-1,,0.095,,0.0,,38,,0,0.6321208556341793,High
2024,Mississippi,14624.0,-1,-1.0,0.103825137,0.095,0.0,0.0,38,38.0,0,0.0,Low
2025,Mississippi,14624.0,-1,-1.0,0.104615385,0.103825137,0.0,0.0,34,38.0,0,0.0,Low
2023,Mississippi,48963.0,-1,,0.005,,0.0,,2,,0,0.6321208556341793,High
2024,Mississippi,48963.0,-1,-1.0,0.010928962,0.005,0.0,0.0,4,2.0,0,0.0,Low
2025,Mississippi,48963.0,-1,-1.0,0.012307692,0.010928962,0.0,0.0,4,4.0,0,0.0,Low
2023,Mississippi,49327.0,-1,,0.015,,0.0,,6,,0,0.6321208556341793,High
2024,Mississippi,49327.0,-1,-1.0,0.016393443,0.015,0.0,0.0,6,6.0,0,0.0,Low
2025,Mississippi,49327.0,-1,-1.0,0.018461538,0.016393443,0.0,0.0,6,6.0,0,0.0,Low
2023,Mississippi,49374.0,-1,,0.0075,,0.0,,3,,0,0.6321208556341793,High
2024,Mississippi,49374.0,-1,-1.0,0.008196721,0.0075,0.0,0.0,3,3.0,0,0.029510064565134827,Low
2025,Mississippi,49374.0,-1,-1.0,0.009230769,0.008196721,0.0,0.0,3,3.0,0,0.0,Low
2023,Mississippi,56766.0,-1,,0.2025,,0.0,,81,,0,0.6321208556341793,High
2024,Mississippi,56766.0,-1,-1.0,0.172131148,0.2025,0.0,0.0,63,81.0,0,0.01,Low
2025,Mississippi,56766.0,-1,-1.0,0.16,0.172131148,0.0,0.0,52,63.0,0,0.0,Low
2024,Mississippi,74718.0,-1,,0.010928962,,0.0,,4,,0,0.6321208556341793,High
2025,Mississippi,74718.0,-1,-1.0,0.018461538,0.010928962,0.0,0.0,6,4.0,0,0.0,Low
2023,Mississippi,79975.0,-1,,0.1025,,0.0,,41,,0,0.6321208556341793,High
2024,Mississippi,79975.0,-1,-1.0,0.131147541,0.1025,0.0,0.0,48,41.0,0,0.0,Low
2025,Mississippi,79975.0,-1,-1.0,0.147692308,0.131147541,0.0,0.0,48,48.0,0,0.01,Low
2023,Mississippi,84254.0,-1,,0.015,,0.0,,6,,0,0.6321208556341793,High
2024,Mississippi,84254.0,-1,-1.0,0.016393443,0.015,0.0,0.0,6,6.0,0,0.0,Low
2025,Mississippi,84254.0,-1,-1.0,0.018461538,0.016393443,0.0,0.0,6,6.0,0,0.0,Low
2023,Mississippi,90714.0,-1,,0.325,,0.0,,130,,0,0.6321208556341793,High
2024,Mississippi,90714.0,-1,-1.0,0.325136612,0.325,0.0,0.0,119,130.0,0,0.0,Low
2025,Mississippi,90714.0,-1,-1.0,0.255384615,0.325136612,0.0,0.0,83,119.0,0,0.0,Low
2023,Mississippi,97560.0,-1,,0.2125,,0.0,,85,,0,0.6321208556341793,High
2024,Mississippi,97560.0,-1,-1.0,0.183060109,0.2125,0.0,0.0,67,85.0,0,0.01,Low
2025,Mississippi,97560.0,-1,-1.0,0.230769231,0.183060109,0.0,0.0,75,67.0,0,0.01,Low
2026,Mississippi,,-1,,,,0.0,,0,,0,0.6321208556341793,High
2023,Missouri,29416.0,-1,,0.007490637,,0.839745803,,8,,0,0.6321208556341793,High
2024,Missouri,29416.0,-1,-1.0,0.00942285,0.007490637,0.839745803,0.839745803,8,8.0,0,0.6553847098304595,High
2025,Missouri,29416.0,-1,-1.0,0.012269939,0.00942285,0.839745803,0.839745803,8,8.0,0,0.05748903818532313,Low
2023,Missouri,30613.0,-1,,0.003745318,,0.839745803,,4,,0,0.6321208556341793,High
2024,Missouri,30613.0,-1,-1.0,0.004711425,0.003745318,0.839745803,0.839745803,4,4.0,0,0.0,Low
2025,Missouri,30613.0,-1,-1.0,0.006134969,0.004711425,0.839745803,0.839745803,4,4.0,0,0.0,Low
2023,Missouri,32753.0,-1,,0.080524345,,0.839745803,,86,,0,0.6321208556341793,High
2024,Missouri,32753.0,-1,-1.0,0.081272085,0.080524345,0.839745803,0.839745803,69,86.0,0,0.0,Low
2025,Missouri,32753.0,-1,-1.0,0.088957055,0.081272085,0.839745803,0.839745803,58,69.0,0,0.0,Low
2023,Missouri,34762.0,-1,,0.059925094,,0.839745803,,64,,0,0.6321208556341793,High
2024,Missouri,34762.0,-1,-1.0,0.071849234,0.059925094,0.839745803,0.839745803,61,64.0,0,0.0,Low
2025,Missouri,34762.0,-1,-1.0,0.093558282,0.071849234,0.839745803,0.839745803,61,61.0,0,0.0,Low
2023,Missouri,35853.0,-1,,0.009363296,,0.839745803,,10,,0,0.6321208556341793,High
2024,Missouri,35853.0,-1,-1.0,0.011778563,0.009363296,0.839745803,0.839745803,10,10.0,0,0.0,Low
2025,Missouri,35853.0,-1,-1.0,0.015337423,0.011778563,0.839745803,0.839745803,10,10.0,0,0.01,Low
2023,Missouri,40519.0,-1,,0.003745318,,0.839745803,,4,,0,0.6321208556341793,High
2024,Missouri,40519.0,-1,-1.0,0.004711425,0.003745318,0.839745803,0.839745803,4,4.0,0,0.0,Low
2025,Missouri,40519.0,-1,-1.0,0.006134969,0.004711425,0.839745803,0.839745803,4,4.0,0,0.0,Low
2024,Missouri,43512.0,-1,,0.014134276,,0.839745803,,12,,0,0.6321208556341793,High
2025,Missouri,43512.0,-1,-1.0,0.018404908,0.014134276,0.839745803,0.839745803,12,12.0,0,0.0,Low
2023,Missouri,47840.0,-1,,0.075842697,,0.839745803,,81,,0,0.6321208556341793,High
2024,Missouri,47840.0,-1,-1.0,0.077738516,0.075842697,0.839745803,0.839745803,66,81.0,0,0.01,Low
2025,Missouri,47840.0,-1,-1.0,0.07208589,0.077738516,0.839745803,0.839745803,47,66.0,0,0.0,Low
2023,Missouri,48161.0,-1,,0.134831461,,0.839745803,,144,,0,0.6321208556341793,High
2024,Missouri,48161.0,-1,-1.0,0.169611307,0.134831461,0.839745803,0.839745803,144,144.0,0,0.0,Low
2025,Missouri,48161.0,-1,-1.0,0.084355828,0.169611307,0.839745803,0.839745803,55,144.0,0,0.0,Low
2023,Missouri,48786.0,-1,,0.005617978,,0.839745803,,6,,0,0.6321208556341793,High
2024,Missouri,48786.0,-1,-1.0,0.007067138,0.005617978,0.839745803,0.839745803,6,6.0,0,0.0,Low
2025,Missouri,48786.0,-1,-1.0,0.009202454,0.007067138,0.839745803,0.839745803,6,6.0,0,0.01829139072847682,Low
2023,Missouri,53461.0,-1,,0.117041199,,0.839745803,,125,,0,0.6321208556341793,High
2024,Missouri,53461.0,-1,-1.0,0.155477032,0.117041199,0.839745803,0.839745803,132,125.0,0,0.0,Low
2025,Missouri,53461.0,-1,-1.0,0.216257669,0.155477032,0.839745803,0.839745803,141,132.0,0,0.0,Low
2023,Missouri,58883.0,-1,,0.005617978,,0.839745803,,6,,0,0.6321208556341793,High
2024,Missouri,58883.0,-1,-1.0,0.007067138,0.005617978,0.839745803,0.839745803,6,6.0,0,0.0,Low
2025,Missouri,58883.0,-1,-1.0,0.009202454,0.007067138,0.839745803,0.839745803,6,6.0,0,0.01829139072847682,Low
2023,Missouri,68396.0,-1,,0.00093633,,0.839745803,,1,,0,0.6321208556341793,High
2024,Missouri,68396.0,-1,-1.0,0.001177856,0.00093633,0.839745803,0.839745803,1,1.0,0,0.0,Low
2025,Missouri,68396.0,-1,-1.0,0.001533742,0.001177856,0.839745803,0.839745803,1,1.0,0,0.0,Low
2023,Missouri,69512.0,-1,,0.071161049,,0.839745803,,76,,0,0.6321208556341793,High
2024,Missouri,69512.0,-1,-1.0,0.071849234,0.071161049,0.839745803,0.839745803,61,76.0,0,0.0,Low
2025,Missouri,69512.0,-1,-1.0,0.070552147,0.071849234,0.839745803,0.839745803,46,61.0,0,0.0,Low
2023,Missouri,69783.0,-1,,0.007490637,,0.839745803,,8,,0,0.6321208556341793,High
2024,Missouri,69783.0,-1,-1.0,0.00942285,0.007490637,0.839745803,0.839745803,8,8.0,1,0.6553847098304595,High
2023,Missouri,74483.0,-1,,0.140449438,,0.839745803,,150,,1,0.6321208556341793,High
2023,Missouri,82905.0,-1,,0.003745318,,0.839745803,,4,,0,0.6321208556341793,High
2024,Missouri,82905.0,-1,-1.0,0.004711425,0.003745318,0.839745803,0.839745803,4,4.0,0,0.0,Low
2025,Missouri,82905.0,-1,-1.0,0.009202454,0.004711425,0.839745803,0.839745803,6,4.0,0,0.0,Low
2023,Missouri,95426.0,-1,,0.06928839,,0.839745803,,74,,0,0.6321208556341793,High
2024,Missouri,95426.0,-1,-1.0,0.078916372,0.06928839,0.839745803,0.839745803,67,74.0,0,0.0,Low
2025,Missouri,95426.0,-1,-1.0,0.102760736,0.078916372,0.839745803,0.839745803,67,67.0,0,0.0,Low
2023,Missouri,96384.0,-1,,0.04494382,,0.839745803,,48,,0,0.6321208556341793,High
2024,Missouri,96384.0,-1,-1.0,0.051825677,0.04494382,0.839745803,0.839745803,44,48.0,0,0.02,Low
2025,Missouri,96384.0,-1,-1.0,0.056748466,0.051825677,0.839745803,0.839745803,37,44.0,0,0.0,Low
2023,Missouri,99723.0,-1,,0.1582397,,0.839745803,,169,,0,0.6321208556341793,High
2024,Missouri,99723.0,-1,-1.0,0.167255595,0.1582397,0.839745803,0.839745803,142,169.0,0,0.0,Low
2025,Missouri,99723.0,-1,-1.0,0.127300613,0.167255595,0.839745803,0.839745803,83,142.0,0,0.0,Low
2026,Missouri,,-1,,,,0.839745803,,0,,0,0.6321208556341793,High
2023,Montana,23603.0,-11,,0.111721612,,0.975356444,,61,,0,0.6321208556341793,High
2024,Montana,23603.0,-11,-11.0,0.117533719,0.111721612,0.975356444,0.975356444,61,61.0,0,0.01,Low
2025,Montana,23603.0,-11,-11.0,0.110251451,0.117533719,0.975356444,0.975356444,57,61.0,0,0.0,Low
2023,Montana,30751.0,-11,,0.578754579,,0.975356444,,316,,0,0.6321208556341793,High
2024,Montana,30751.0,-11,-11.0,0.578034682,0.578754579,0.975356444,0.975356444,300,316.0,0,0.01,Low
2025,Montana,30751.0,-11,-11.0,0.647969052,0.578034682,0.975356444,0.975356444,335,300.0,0,0.0,Low
2023,Montana,32225.0,-11,,0.274725275,,0.975356444,,150,,0,0.6321208556341793,High
2024,Montana,32225.0,-11,-11.0,0.267822736,0.274725275,0.975356444,0.975356444,139,150.0,0,0.01,Low
2025,Montana,32225.0,-11,-11.0,0.205029014,0.267822736,0.975356444,0.975356444,106,139.0,0,0.0,Low
2023,Montana,62818.0,-11,,0.014652015,,0.975356444,,8,,0,0.6321208556341793,High
2024,Montana,62818.0,-11,-11.0,0.015414258,0.014652015,0.975356444,0.975356444,8,8.0,0,0.0,Low
2025,Montana,62818.0,-11,-11.0,0.015473888,0.015414258,0.975356444,0.975356444,8,8.0,0,0.0,Low
2023,Montana,71788.0,-11,,0.005494505,,0.975356444,,3,,0,0.6321208556341793,High
2024,Montana,71788.0,-11,-11.0,0.005780347,0.005494505,0.975356444,0.975356444,3,3.0,0,0.0,Low
2025,Montana,71788.0,-11,-11.0,0.005802708,0.005780347,0.975356444,0.975356444,3,3.0,0,0.0,Low
2023,Montana,93895.0,-11,,0.014652015,,0.975356444,,8,,0,0.6321208556341793,High
2024,Montana,93895.0,-11,-11.0,0.015414258,0.014652015,0.975356444,0.975356444,8,8.0,0,0.0,Low
2025,Montana,93895.0,-11,-11.0,0.015473888,0.015414258,0.975356444,0.975356444,8,8.0,0,0.0,Low
2026,Montana,,-11,,,,0.975356444,,0,,0,0.6321208556341793,High
2023,Nebraska,20305.0,0,,0.211421628,,0.50977437,,174,,0,0.6321208556341793,High
2024,Nebraska,20305.0,0,0.0,0.307251908,0.211421628,0.50977437,0.50977437,161,174.0,0,0.03,Low
2025,Nebraska,20305.0,0,0.0,0.27820711,0.307251908,0.50977437,0.50977437,180,161.0,0,0.02,Low
2023,Nebraska,26289.0,0,,0.187120292,,0.50977437,,154,,0,0.6321208556341793,High
2024,Nebraska,26289.0,0,0.0,0.244274809,0.187120292,0.50977437,0.50977437,128,154.0,0,0.07,Low
2025,Nebraska,26289.0,0,0.0,0.128284389,0.244274809,0.50977437,0.50977437,83,128.0,0,0.01,Low
2023,Nebraska,29678.0,0,,0.466585662,,0.50977437,,384,,0,0.6321208556341793,High
2024,Nebraska,29678.0,0,0.0,0.267175573,0.466585662,0.50977437,0.50977437,140,384.0,0,0.01,Low
2025,Nebraska,29678.0,0,0.0,0.352395672,0.267175573,0.50977437,0.50977437,228,140.0,0,0.02,Low
2023,Nebraska,45550.0,0,,0.012150668,,0.50977437,,10,,0,0.6321208556341793,High
2024,Nebraska,45550.0,0,0.0,0.019083969,0.012150668,0.50977437,0.50977437,10,10.0,0,0.0,Low
2025,Nebraska,45550.0,0,0.0,0.015455951,0.019083969,0.50977437,0.50977437,10,10.0,0,0.0,Low
2023,Nebraska,48282.0,0,,0.004860267,,0.50977437,,4,,0,0.6321208556341793,High
2024,Nebraska,48282.0,0,0.0,0.007633588,0.004860267,0.50977437,0.50977437,4,4.0,0,0.0,Low
2025,Nebraska,48282.0,0,0.0,0.00927357,0.007633588,0.50977437,0.50977437,6,4.0,0,0.0,Low
2023,Nebraska,50022.0,0,,0.009720535,,0.50977437,,8,,0,0.6321208556341793,High
2024,Nebraska,50022.0,0,0.0,0.015267176,0.009720535,0.50977437,0.50977437,8,8.0,0,0.0,Low
2025,Nebraska,50022.0,0,0.0,0.01236476,0.015267176,0.50977437,0.50977437,8,8.0,0,0.0,Low
2023,Nebraska,57424.0,0,,0.097205346,,0.50977437,,80,,0,0.6321208556341793,High
2024,Nebraska,57424.0,0,0.0,0.124045802,0.097205346,0.50977437,0.50977437,65,80.0,0,0.01,Low
2025,Nebraska,57424.0,0,0.0,0.077279753,0.124045802,0.50977437,0.50977437,50,65.0,0,0.01,Low
2025,Nebraska,73102.0,0,,0.114374034,,0.50977437,,74,,0,0.6321208556341793,High
2023,Nebraska,88667.0,0,,0.001215067,,0.50977437,,1,,1,0.6321208556341793,High
2023,Nebraska,98048.0,0,,0.009720535,,0.50977437,,8,,0,0.6321208556341793,High
2024,Nebraska,98048.0,0,0.0,0.015267176,0.009720535,0.50977437,0.50977437,8,8.0,0,0.0,Low
2025,Nebraska,98048.0,0,0.0,0.01236476,0.015267176,0.50977437,0.50977437,8,8.0,0,0.0,Low
2026,Nebraska,,0,,,,0.50977437,,0,,0,0.6321208556341793,High
2023,Nevada,,-2,,,,2.564393289,,0,,1,0.6321208556341793,High
2024,Nevada,,-2,,,,2.564393289,,0,,1,0.6321208556341793,High
2025,Nevada,,-2,,,,2.564393289,,0,,0,0.6321208556341793,High
2026,Nevada,,-2,,,,2.564393289,,0,,0,0.6321208556341793,High
2025,New Hampshire,13219.0,-7,,0.089371981,,0.865831639,,37,,0,0.6321208556341793,High
2023,New Hampshire,44500.0,-7,,0.002212389,,0.865831639,,1,,1,0.6321208556341793,High
2023,New Hampshire,57601.0,-7,,0.123893805,,0.865831639,,56,,0,0.6321208556341793,High
2024,New Hampshire,57601.0,-7,-7.0,0.25498008,0.123893805,0.865831639,0.865831639,128,56.0,0,0.0,Low
2025,New Hampshire,57601.0,-7,-7.0,0.149758454,0.25498008,0.865831639,0.865831639,62,128.0,0,0.0,Low
2023,New Hampshire,59025.0,-7,,0.163716814,,0.865831639,,74,,0,0.6321208556341793,High
2024,New Hampshire,59025.0,-7,-7.0,0.133466135,0.163716814,0.865831639,0.865831639,67,74.0,0,0.0,Low
2025,New Hampshire,59025.0,-7,-7.0,0.108695652,0.133466135,0.865831639,0.865831639,45,67.0,0,0.0,Low
2023,New Hampshire,72953.0,-7,,0.017699115,,0.865831639,,8,,0,0.6321208556341793,High
2024,New Hampshire,72953.0,-7,-7.0,0.015936255,0.017699115,0.865831639,0.865831639,8,8.0,0,0.0,Low
2025,New Hampshire,72953.0,-7,-7.0,0.019323671,0.015936255,0.865831639,0.865831639,8,8.0,0,0.0,Low
2023,New Hampshire,75841.0,-7,,0.261061947,,0.865831639,,118,,0,0.6321208556341793,High
2024,New Hampshire,75841.0,-7,-7.0,0.207171315,0.261061947,0.865831639,0.865831639,104,118.0,0,0.0,Low
2025,New Hampshire,75841.0,-7,-7.0,0.217391304,0.207171315,0.865831639,0.865831639,90,104.0,0,0.01,Low
2023,New Hampshire,87701.0,-7,,0.013274336,,0.865831639,,6,,0,0.6321208556341793,High
2024,New Hampshire,87701.0,-7,-7.0,0.011952191,0.013274336,0.865831639,0.865831639,6,6.0,0,0.0,Low
2025,New Hampshire,87701.0,-7,-7.0,0.014492754,0.011952191,0.865831639,0.865831639,6,6.0,0,0.0,Low
2023,New Hampshire,96751.0,-7,,0.418141593,,0.865831639,,189,,0,0.6321208556341793,High
2024,New Hampshire,96751.0,-7,-7.0,0.376494024,0.418141593,0.865831639,0.865831639,189,189.0,0,0.0,Low
2025,New Hampshire,96751.0,-7,-7.0,0.400966184,0.376494024,0.865831639,0.865831639,166,189.0,0,0.0,Low
2026,New Hampshire,,-7,,,,0.865831639,,0,,0,0.6321208556341793,High
2023,New Jersey,,-7,,,,1.064746491,,0,,1,0.6321208556341793,High
2024,New Jersey,,-7,,,,1.064746491,,0,,1,0.6321208556341793,High
2025,New Jersey,,-7,,,,1.064746491,,0,,0,0.6321208556341793,High
2026,New Jersey,,-7,,,,1.064746491,,0,,0,0.6321208556341793,High
2023,New Mexico,,-58,,,,3.51427394,,0,,1,0.6321208556341793,High
2024,New Mexico,,-58,,,,3.51427394,,0,,1,0.6321208556341793,High
2025,New Mexico,,-58,,,,3.51427394,,0,,0,0.6321208556341793,High
2026,New Mexico,,-58,,,,3.51427394,,0,,0,0.6321208556341793,High
2023,New York,,-29,,,,8.980824614,,0,,1,0.6321208556341793,High
2024,New York,,-29,,,,8.980824614,,0,,1,0.6321208556341793,High
2025,New York,,-29,,,,8.980824614,,0,,0,0.6321208556341793,High
2026,New York,,-29,,,,8.980824614,,0,,0,0.6321208556341793,High
